"<TYPE>","<TICKER>","<TAS.SEQ>","<ACTIVITY.DATETIME>","<BID.PRICE>","<BID.SIZE>"
"Q","BZTF21",4468,2020-09-04 20:29:03.8123,-8,26
"Q","BZTF21",4470,2020-09-04 20:29:03.8123,-8,24
"Q","BZTF21",4472,2020-09-04 20:29:03.8173,-8,22
"Q","BZTF21",4474,2020-09-04 20:29:03.8885,-8,22
"Q","BZTF21",4476,2020-09-04 20:29:03.8885,-8,22
"Q","BZTF21",4478,2020-09-04 20:29:03.8885,-8,22
"Q","BZTF21",4480,2020-09-04 20:29:04.0167,-8,22
"Q","BZTF21",4482,2020-09-04 20:29:04.0418,-8,44
"Q","BZTF21",4484,2020-09-04 20:29:04.0587,-8,43
"Q","BZTF21",4486,2020-09-04 20:29:04.075,-8,39
"Q","BZTF21",4488,2020-09-04 20:29:04.0799,-8,39
"Q","BZTF21",4490,2020-09-04 20:29:04.0799,-8,39
"Q","BZTF21",4492,2020-09-04 20:29:04.0799,-8,39
"Q","BZTF21",4494,2020-09-04 20:29:04.1379,-8,39
"Q","BZTF21",4496,2020-09-04 20:29:04.1676,-8,41
"Q","BZTF21",4498,2020-09-04 20:29:04.1996,-8,39
"Q","BZTF21",4500,2020-09-04 20:29:04.1996,-8,35
"Q","BZTF21",4502,2020-09-04 20:29:04.1996,-8,33
"Q","BZTF21",4504,2020-09-04 20:29:04.1996,-8,31
"Q","BZTF21",4506,2020-09-04 20:29:04.3392,-8,31
"Q","BZTF21",4508,2020-09-04 20:29:04.3848,-8,31
"Q","BZTF21",4510,2020-09-04 20:29:04.3848,-8,31
"Q","BZTF21",4512,2020-09-04 20:29:04.3848,-8,31
"Q","BZTF21",4514,2020-09-04 20:29:04.434,-8,33
"Q","BZTF21",4516,2020-09-04 20:29:04.434,-8,33
"Q","BZTF21",4518,2020-09-04 20:29:04.4392,-8,33
"Q","BZTF21",4520,2020-09-04 20:29:04.4787,-8,33
"Q","BZTF21",4522,2020-09-04 20:29:04.4787,-8,33
"Q","BZTF21",4524,2020-09-04 20:29:04.4841,-8,31
"Q","BZTF21",4526,2020-09-04 20:29:04.4841,-8,29
"Q","BZTF21",4528,2020-09-04 20:29:04.5104,-8,31
"Q","BZTF21",4530,2020-09-04 20:29:04.5104,-8,31
"Q","BZTF21",4532,2020-09-04 20:29:04.5221,-8,31
"Q","BZTF21",4534,2020-09-04 20:29:04.5503,-8,29
"Q","BZTF21",4536,2020-09-04 20:29:04.5503,-8,20
"Q","BZTF21",4538,2020-09-04 20:29:04.5503,-8,16
"Q","BZTF21",4540,2020-09-04 20:29:04.5503,-8,16
"Q","BZTF21",4542,2020-09-04 20:29:04.5553,-8,9
"Q","BZTF21",4544,2020-09-04 20:29:04.5553,-8,9
"Q","BZTF21",4546,2020-09-04 20:29:04.5553,-8,5
"Q","BZTF21",4548,2020-09-04 20:29:04.5602,-8,7
"Q","BZTF21",4550,2020-09-04 20:29:04.5661,-8,5
"Q","BZTF21",4552,2020-09-04 20:29:04.5714,-8,5
"Q","BZTF21",4554,2020-09-04 20:29:04.6638,-8,5
"Q","BZTF21",4556,2020-09-04 20:29:04.6701,-8,5
"Q","BZTF21",4558,2020-09-04 20:29:04.6834,-8,5
"Q","BZTF21",4560,2020-09-04 20:29:04.6834,-8,5
"Q","BZTF21",4562,2020-09-04 20:29:04.6895,-8,5
"Q","BZTF21",4564,2020-09-04 20:29:04.7372,-8,5
"Q","BZTF21",4566,2020-09-04 20:29:04.8271,-8,7
"Q","BZTF21",4568,2020-09-04 20:29:04.8271,-8,7
"Q","BZTF21",4570,2020-09-04 20:29:04.8925,-8,7
"Q","BZTF21",4572,2020-09-04 20:29:04.9463,-8,7
"Q","BZTF21",4574,2020-09-04 20:29:04.9463,-8,11
"Q","BZTF21",4576,2020-09-04 20:29:04.9463,-8,9
"Q","BZTF21",4578,2020-09-04 20:29:04.9463,-8,9
"Q","BZTF21",4580,2020-09-04 20:29:04.9505,-8,7
"Q","BZTF21",4582,2020-09-04 20:29:04.9505,-8,5
"Q","BZTF21",4584,2020-09-04 20:29:04.9767,-8,5
"Q","BZTF21",4586,2020-09-04 20:29:04.9767,-8,5
"Q","BZTF21",4588,2020-09-04 20:29:05.0207,-8,1
"Q","BZTF21",4590,2020-09-04 20:29:05.0413,-8,1
"Q","BZTF21",4592,2020-09-04 20:29:05.1196,-8,3
"Q","BZTF21",4594,2020-09-04 20:29:05.167,-8,2
"Q","BZTF21",4596,2020-09-04 20:29:05.167,-8.5,58
"Q","BZTF21",4598,2020-09-04 20:29:05.167,-8.5,58
"Q","BZTF21",4600,2020-09-04 20:29:05.167,-8.5,53
"Q","BZTF21",4602,2020-09-04 20:29:05.1717,-8.5,47
"Q","BZTF21",4604,2020-09-04 20:29:05.1717,-8.5,44
"Q","BZTF21",4606,2020-09-04 20:29:05.1717,-8.5,42
"Q","BZTF21",4608,2020-09-04 20:29:05.1829,-8.5,40
"Q","BZTF21",4610,2020-09-04 20:29:05.1829,-8.5,38
"Q","BZTF21",4612,2020-09-04 20:29:05.1829,-8.5,36
"Q","BZTF21",4614,2020-09-04 20:29:05.1936,-8.5,29
"Q","BZTF21",4616,2020-09-04 20:29:05.1936,-8.5,27
"Q","BZTF21",4618,2020-09-04 20:29:05.1936,-8.5,22
"Q","BZTF21",4620,2020-09-04 20:29:05.1936,-8.5,20
"Q","BZTF21",4622,2020-09-04 20:29:05.2055,-8.5,20
"Q","BZTF21",4624,2020-09-04 20:29:05.2132,-8.5,20
"Q","BZTF21",4626,2020-09-04 20:29:05.3687,-8.5,20
"Q","BZTF21",4628,2020-09-04 20:29:05.3687,-8.5,31
"Q","BZTF21",4630,2020-09-04 20:29:05.3787,-8.5,31
"Q","BZTF21",4632,2020-09-04 20:29:05.4097,-8.5,31
"Q","BZTF21",4634,2020-09-04 20:29:05.4409,-8.5,31
"Q","BZTF21",4636,2020-09-04 20:29:05.4409,-8.5,31
"Q","BZTF21",4638,2020-09-04 20:29:05.4409,-8.5,31
"Q","BZTF21",4640,2020-09-04 20:29:05.4409,-8.5,31
"Q","BZTF21",4642,2020-09-04 20:29:05.5501,-8.5,34
"Q","BZTF21",4644,2020-09-04 20:29:05.5501,-8.5,34
"Q","BZTF21",4646,2020-09-04 20:29:05.5686,-8.5,34
"Q","BZTF21",4648,2020-09-04 20:29:05.5746,-8.5,34
"Q","BZTF21",4650,2020-09-04 20:29:05.6368,-8.5,36
"Q","BZTF21",4652,2020-09-04 20:29:05.7521,-8.5,36
"Q","BZTF21",4654,2020-09-04 20:29:05.7682,-8.5,43
"Q","BZTF21",4656,2020-09-04 20:29:05.7781,-8.5,45
"Q","BZTF21",4658,2020-09-04 20:29:05.7781,-8.5,45
"Q","BZTF21",4660,2020-09-04 20:29:05.7922,-8.5,45
"Q","BZTF21",4662,2020-09-04 20:29:05.7922,-8.5,45
"Q","BZTF21",4664,2020-09-04 20:29:05.7922,-8.5,43
"Q","BZTF21",4666,2020-09-04 20:29:05.7973,-8.5,45
"Q","BZTF21",4668,2020-09-04 20:29:05.8028,-8.5,45
"Q","BZTF21",4670,2020-09-04 20:29:05.8126,-8.5,43
"Q","BZTF21",4672,2020-09-04 20:29:05.8286,-8.5,43
"Q","BZTF21",4674,2020-09-04 20:29:05.8428,-8.5,23
"Q","BZTF21",4676,2020-09-04 20:29:05.8428,-8.5,16
"Q","BZTF21",4678,2020-09-04 20:29:05.8428,-8.5,13
"Q","BZTF21",4680,2020-09-04 20:29:05.8428,-8.5,11
"Q","BZTF21",4682,2020-09-04 20:29:05.8428,-8.75,43
"Q","BZTF21",4684,2020-09-04 20:29:05.8568,-8.75,43
"Q","BZTF21",4686,2020-09-04 20:29:05.8623,-8.75,43
"Q","BZTF21",4688,2020-09-04 20:29:05.9502,-8.75,43
"Q","BZTF21",4690,2020-09-04 20:29:06.0141,-8.75,47
"Q","BZTF21",4692,2020-09-04 20:29:06.0141,-8.75,47
"Q","BZTF21",4694,2020-09-04 20:29:06.0266,-8.75,49
"Q","BZTF21",4696,2020-09-04 20:29:06.0404,-8.75,47
"Q","BZTF21",4698,2020-09-04 20:29:06.0436,-8.75,49
"Q","BZTF21",4700,2020-09-04 20:29:06.0436,-8.75,49
"Q","BZTF21",4702,2020-09-04 20:29:06.0482,-8.75,49
"Q","BZTF21",4704,2020-09-04 20:29:06.0532,-8.75,47
"Q","BZTF21",4706,2020-09-04 20:29:06.0634,-8.75,47
"Q","BZTF21",4708,2020-09-04 20:29:06.0634,-8.75,47
"Q","BZTF21",4710,2020-09-04 20:29:06.0634,-8.75,47
"Q","BZTF21",4712,2020-09-04 20:29:06.0727,-8.75,47
"Q","BZTF21",4714,2020-09-04 20:29:06.081,-8.75,49
"Q","BZTF21",4716,2020-09-04 20:29:06.081,-8.75,49
"Q","BZTF21",4718,2020-09-04 20:29:06.0864,-8.75,50
"Q","BZTF21",4720,2020-09-04 20:29:06.0921,-8.75,49
"Q","BZTF21",4722,2020-09-04 20:29:06.124,-8.75,49
"Q","BZTF21",4724,2020-09-04 20:29:06.124,-8.75,49
"Q","BZTF21",4726,2020-09-04 20:29:06.1423,-8.75,49
"Q","BZTF21",4728,2020-09-04 20:29:06.1423,-8.75,48
"Q","BZTF21",4730,2020-09-04 20:29:06.1603,-8.75,50
"Q","BZTF21",4732,2020-09-04 20:29:06.1793,-8.75,50
"Q","BZTF21",4734,2020-09-04 20:29:06.1793,-8.75,50
"Q","BZTF21",4736,2020-09-04 20:29:06.1935,-8.75,52
"Q","BZTF21",4738,2020-09-04 20:29:06.1969,-8.75,50
"Q","BZTF21",4740,2020-09-04 20:29:06.2,-8.75,48
"Q","BZTF21",4742,2020-09-04 20:29:06.2044,-8.75,48
"Q","BZTF21",4744,2020-09-04 20:29:06.2044,-8.75,50
"Q","BZTF21",4746,2020-09-04 20:29:06.2111,-8.75,50
"Q","BZTF21",4748,2020-09-04 20:29:06.2212,-8.75,50
"Q","BZTF21",4750,2020-09-04 20:29:06.2418,-8.75,50
"Q","BZTF21",4752,2020-09-04 20:29:06.3015,-8.75,52
"Q","BZTF21",4754,2020-09-04 20:29:06.3015,-8.75,52
"Q","BZTF21",4756,2020-09-04 20:29:06.3115,-8.75,52
"Q","BZTF21",4758,2020-09-04 20:29:06.3115,-8.75,52
"Q","BZTF21",4760,2020-09-04 20:29:06.3115,-8.75,52
"Q","BZTF21",4762,2020-09-04 20:29:06.3115,-8.75,56
"Q","BZTF21",4764,2020-09-04 20:29:06.3115,-8.75,59
"Q","BZTF21",4766,2020-09-04 20:29:06.3115,-8.75,16
"Q","BZTF21",4768,2020-09-04 20:29:06.3115,-8.75,12
"Q","BZTF21",4770,2020-09-04 20:29:06.3115,-8.75,11
"Q","BZTF21",4772,2020-09-04 20:29:06.3115,-8.75,9
"Q","BZTF21",4774,2020-09-04 20:29:06.3115,-8,1
"Q","BZTF21",4776,2020-09-04 20:29:06.315,-8,1
"Q","BZTF21",4778,2020-09-04 20:29:06.3278,-8,1
"Q","BZTF21",4780,2020-09-04 20:29:06.3278,-8,3
"Q","BZTF21",4782,2020-09-04 20:29:06.3333,-8,3
"Q","BZTF21",4784,2020-09-04 20:29:06.3562,-8,3
"Q","BZTF21",4786,2020-09-04 20:29:06.3696,-8,3
"Q","BZTF21",4788,2020-09-04 20:29:06.3696,-8,3
"Q","BZTF21",4790,2020-09-04 20:29:06.3752,-8,3
"Q","BZTF21",4792,2020-09-04 20:29:06.3752,-8,3
"Q","BZTF21",4794,2020-09-04 20:29:06.3929,-8,3
"Q","BZTF21",4796,2020-09-04 20:29:06.5247,-8,2
"Q","BZTF21",4798,2020-09-04 20:29:06.5247,-8.25,27
"Q","BZTF21",4800,2020-09-04 20:29:06.5856,-8.25,27
"Q","BZTF21",4802,2020-09-04 20:29:06.5856,-8,27
"Q","BZTF21",4804,2020-09-04 20:29:06.5884,-8,27
"Q","BZTF21",4806,2020-09-04 20:29:06.5884,-8,27
"Q","BZTF21",4808,2020-09-04 20:29:06.6224,-8.25,30
"Q","BZTF21",4810,2020-09-04 20:29:06.6513,-8.25,30
"Q","BZTF21",4812,2020-09-04 20:29:06.6645,-8.25,30
"Q","BZTF21",4814,2020-09-04 20:29:06.7055,-8.25,28
"Q","BZTF21",4816,2020-09-04 20:29:06.7893,-8.25,28
"Q","BZTF21",4818,2020-09-04 20:29:06.7953,-8.25,32
"Q","BZTF21",4820,2020-09-04 20:29:06.9709,-8.25,30
"Q","BZTF21",4822,2020-09-04 20:29:06.9709,-8.25,30
"Q","BZTF21",4824,2020-09-04 20:29:06.9709,-8.25,26
"Q","BZTF21",4826,2020-09-04 20:29:06.9709,-8.25,26
"Q","BZTF21",4828,2020-09-04 20:29:06.9709,-8.25,24
"Q","BZTF21",4830,2020-09-04 20:29:06.9762,-8.25,23
"Q","BZTF21",4832,2020-09-04 20:29:06.9762,-8.25,23
"Q","BZTF21",4834,2020-09-04 20:29:06.9762,-8.25,23
"Q","BZTF21",4836,2020-09-04 20:29:06.9762,-8.25,23
"Q","BZTF21",4838,2020-09-04 20:29:07.0129,-8.25,21
"Q","BZTF21",4840,2020-09-04 20:29:07.0333,-8.25,21
"Q","BZTF21",4842,2020-09-04 20:29:07.0448,-8.25,26
"Q","BZTF21",4844,2020-09-04 20:29:07.0448,-8.25,25
"Q","BZTF21",4846,2020-09-04 20:29:07.0897,-8.25,21
"Q","BZTF21",4848,2020-09-04 20:29:07.0897,-8.25,14
"Q","BZTF21",4850,2020-09-04 20:29:07.0897,-8.25,14
"Q","BZTF21",4852,2020-09-04 20:29:07.0897,-8.25,12
"Q","BZTF21",4854,2020-09-04 20:29:07.0897,-8.25,10
"Q","BZTF21",4856,2020-09-04 20:29:07.0897,-8.25,10
"Q","BZTF21",4858,2020-09-04 20:29:07.0897,-8.25,8
"Q","BZTF21",4860,2020-09-04 20:29:07.0952,-8.25,8
"Q","BZTF21",4862,2020-09-04 20:29:07.0952,-8.25,10
"Q","BZTF21",4864,2020-09-04 20:29:07.1375,-8.25,10
"Q","BZTF21",4866,2020-09-04 20:29:07.1375,-8.25,10
"Q","BZTF21",4868,2020-09-04 20:29:07.1375,-8.25,10
"Q","BZTF21",4870,2020-09-04 20:29:07.15,-8.25,10
"Q","BZTF21",4872,2020-09-04 20:29:07.15,-8.25,10
"Q","BZTF21",4874,2020-09-04 20:29:07.1851,-8.25,8
"Q","BZTF21",4876,2020-09-04 20:29:07.1851,-8.25,3
"Q","BZTF21",4878,2020-09-04 20:29:07.1906,-8.25,1
"Q","BZTF21",4880,2020-09-04 20:29:07.1906,-8.75,75
"Q","BZTF21",4882,2020-09-04 20:29:07.1967,-8.75,73
"Q","BZTF21",4884,2020-09-04 20:29:07.1967,-8.75,71
"Q","BZTF21",4886,2020-09-04 20:29:07.1967,-8.75,69
"Q","BZTF21",4888,2020-09-04 20:29:07.1967,-8.75,66
"Q","BZTF21",4890,2020-09-04 20:29:07.2087,-8.75,66
"Q","BZTF21",4892,2020-09-04 20:29:07.2259,-8.75,66
"Q","BZTF21",4894,2020-09-04 20:29:07.2259,-8.75,66
"Q","BZTF21",4896,2020-09-04 20:29:07.2259,-8.75,66
"Q","BZTF21",4898,2020-09-04 20:29:07.2259,-8.75,66
"Q","BZTF21",4900,2020-09-04 20:29:07.2259,-8.75,66
"Q","BZTF21",4902,2020-09-04 20:29:07.2259,-8.75,66
"Q","BZTF21",4904,2020-09-04 20:29:07.2259,-8.75,66
"Q","BZTF21",4906,2020-09-04 20:29:07.2259,-8.75,66
"Q","BZTF21",4908,2020-09-04 20:29:07.2259,-8.75,62
"Q","BZTF21",4910,2020-09-04 20:29:07.2796,-8.75,62
"Q","BZTF21",4912,2020-09-04 20:29:07.2796,-8.75,62
"Q","BZTF21",4914,2020-09-04 20:29:07.2854,-8.25,1
"Q","BZTF21",4916,2020-09-04 20:29:07.2854,-8.25,1
"Q","BZTF21",4918,2020-09-04 20:29:07.2908,-8.25,1
"Q","BZTF21",4920,2020-09-04 20:29:07.2908,-8.25,1
"Q","BZTF21",4922,2020-09-04 20:29:07.3069,-8.25,3
"Q","BZTF21",4924,2020-09-04 20:29:07.3631,-8.25,3
"Q","BZTF21",4926,2020-09-04 20:29:07.3631,-8.25,1
"Q","BZTF21",4928,2020-09-04 20:29:07.3836,-8.25,1
"Q","BZTF21",4930,2020-09-04 20:29:07.3836,-8.75,71
"Q","BZTF21",4932,2020-09-04 20:29:07.3836,-8.75,71
"Q","BZTF21",4934,2020-09-04 20:29:07.3836,-8.75,73
"Q","BZTF21",4936,2020-09-04 20:29:07.3892,-8.75,74
"Q","BZTF21",4938,2020-09-04 20:29:07.3892,-8.75,74
"Q","BZTF21",4940,2020-09-04 20:29:07.3892,-8.75,78
"Q","BZTF21",4942,2020-09-04 20:29:07.3892,-8.25,1
"Q","BZTF21",4944,2020-09-04 20:29:07.3962,-8.25,5
"Q","BZTF21",4946,2020-09-04 20:29:07.4247,-8.25,5
"Q","BZTF21",4948,2020-09-04 20:29:07.4661,-8.25,3
"Q","BZTF21",4950,2020-09-04 20:29:07.4661,-8.25,3
"Q","BZTF21",4952,2020-09-04 20:29:07.6017,-8.25,3
"Q","BZTF21",4954,2020-09-04 20:29:07.6017,-8.25,3
"Q","BZTF21",4956,2020-09-04 20:29:07.7231,-8.25,3
"Q","BZTF21",4958,2020-09-04 20:29:07.7937,-8.25,8
"Q","BZTF21",4960,2020-09-04 20:29:07.7937,-8.25,8
"Q","BZTF21",4962,2020-09-04 20:29:07.8089,-8.25,8
"Q","BZTF21",4964,2020-09-04 20:29:07.8089,-8.25,8
"Q","BZTF21",4966,2020-09-04 20:29:07.8089,-8.25,8
"Q","BZTF21",4968,2020-09-04 20:29:07.8089,-8.25,7
"Q","BZTF21",4970,2020-09-04 20:29:07.8089,-8.25,2
"Q","BZTF21",4972,2020-09-04 20:29:07.8089,-8.75,83
"Q","BZTF21",4974,2020-09-04 20:29:07.8199,-8.75,63
"Q","BZTF21",4976,2020-09-04 20:29:07.8253,-8.75,61
"Q","BZTF21",4978,2020-09-04 20:29:07.8253,-8.75,61
"Q","BZTF21",4980,2020-09-04 20:29:07.8253,-8.75,58
"Q","BZTF21",4982,2020-09-04 20:29:07.8284,-8.75,58
"Q","BZTF21",4984,2020-09-04 20:29:07.8284,-8.75,56
"Q","BZTF21",4986,2020-09-04 20:29:07.8284,-8.75,54
"Q","BZTF21",4988,2020-09-04 20:29:07.8334,-8.75,51
"Q","BZTF21",4990,2020-09-04 20:29:07.8658,-8.75,47
"Q","BZTF21",4992,2020-09-04 20:29:07.8715,-8.75,44
"Q","BZTF21",4994,2020-09-04 20:29:07.9688,-8.75,44
"Q","BZTF21",4996,2020-09-04 20:29:07.9976,-8.75,44
"Q","BZTF21",4998,2020-09-04 20:29:08.0062,-8.75,44
"Q","BZTF21",5000,2020-09-04 20:29:08.0434,-8.75,44
"Q","BZTF21",5002,2020-09-04 20:29:08.0434,-8.75,44
"Q","BZTF21",5004,2020-09-04 20:29:08.0633,-8.75,44
"Q","BZTF21",5006,2020-09-04 20:29:08.0633,-8.75,44
"Q","BZTF21",5008,2020-09-04 20:29:08.0633,-8.75,44
"Q","BZTF21",5010,2020-09-04 20:29:08.0633,-8.25,3
"Q","BZTF21",5012,2020-09-04 20:29:08.0746,-8.25,3
"Q","BZTF21",5014,2020-09-04 20:29:08.0746,-8.25,1
"Q","BZTF21",5016,2020-09-04 20:29:08.0746,-8.75,65
"Q","BZTF21",5018,2020-09-04 20:29:08.0746,-8.75,61
"Q","BZTF21",5020,2020-09-04 20:29:08.0746,-8.75,61
"Q","BZTF21",5022,2020-09-04 20:29:08.0746,-8.75,61
"Q","BZTF21",5024,2020-09-04 20:29:08.0883,-8.75,63
"Q","BZTF21",5026,2020-09-04 20:29:08.1616,-8.75,63
"Q","BZTF21",5028,2020-09-04 20:29:08.1669,-8.25,1
"Q","BZTF21",5030,2020-09-04 20:29:08.1897,-8.25,3
"Q","BZTF21",5032,2020-09-04 20:29:08.1897,-8.25,5
"Q","BZTF21",5034,2020-09-04 20:29:08.1897,-8.25,5
"Q","BZTF21",5036,2020-09-04 20:29:08.1897,-8.25,7
"Q","BZTF21",5038,2020-09-04 20:29:08.1937,-8.25,8
"Q","BZTF21",5040,2020-09-04 20:29:08.1937,-8.25,8
"Q","BZTF21",5042,2020-09-04 20:29:08.1937,-8.25,10
"Q","BZTF21",5044,2020-09-04 20:29:08.1937,-8.25,10
"Q","BZTF21",5046,2020-09-04 20:29:08.1989,-8.25,10
"Q","BZTF21",5048,2020-09-04 20:29:08.1989,-8.25,12
"Q","BZTF21",5050,2020-09-04 20:29:08.1989,-8.25,12
"Q","BZTF21",5052,2020-09-04 20:29:08.2043,-8.25,10
"Q","BZTF21",5054,2020-09-04 20:29:08.2593,-8.25,10
"Q","BZTF21",5056,2020-09-04 20:29:08.2593,-8.25,10
"Q","BZTF21",5058,2020-09-04 20:29:08.2666,-8.25,10
"Q","BZTF21",5060,2020-09-04 20:29:08.2847,-8.25,21
"Q","BZTF21",5062,2020-09-04 20:29:08.2847,-8.25,19
"Q","BZTF21",5064,2020-09-04 20:29:08.2951,-8.25,17
"Q","BZTF21",5066,2020-09-04 20:29:08.3039,-8.25,19
"Q","BZTF21",5068,2020-09-04 20:29:08.3039,-8.25,19
"Q","BZTF21",5070,2020-09-04 20:29:08.3373,-8.25,17
"Q","BZTF21",5072,2020-09-04 20:29:08.3477,-8.25,12
"Q","BZTF21",5074,2020-09-04 20:29:08.3626,-8.25,12
"Q","BZTF21",5076,2020-09-04 20:29:08.4679,-8.25,12
"Q","BZTF21",5078,2020-09-04 20:29:08.4679,-8.25,12
"Q","BZTF21",5080,2020-09-04 20:29:08.4679,-8.25,10
"Q","BZTF21",5082,2020-09-04 20:29:08.4679,-8.25,8
"Q","BZTF21",5084,2020-09-04 20:29:08.4679,-8.25,7
"Q","BZTF21",5086,2020-09-04 20:29:08.4735,-8.25,5
"Q","BZTF21",5088,2020-09-04 20:29:08.4735,-8.25,5
"Q","BZTF21",5090,2020-09-04 20:29:08.4735,-8.25,5
"Q","BZTF21",5092,2020-09-04 20:29:08.5198,-8.25,5
"Q","BZTF21",5094,2020-09-04 20:29:08.5198,-8.25,3
"Q","BZTF21",5096,2020-09-04 20:29:08.5198,-8.25,1
"Q","BZTF21",5098,2020-09-04 20:29:08.5593,-8.25,1
"Q","BZTF21",5100,2020-09-04 20:29:08.5593,-8.75,63
"Q","BZTF21",5102,2020-09-04 20:29:08.5593,-8.75,63
"Q","BZTF21",5104,2020-09-04 20:29:08.5624,-8.75,56
"Q","BZTF21",5106,2020-09-04 20:29:08.5624,-8.75,56
"Q","BZTF21",5108,2020-09-04 20:29:08.5624,-8.75,52
"Q","BZTF21",5110,2020-09-04 20:29:08.5693,-8.75,52
"Q","BZTF21",5112,2020-09-04 20:29:08.5693,-8.25,1
"Q","BZTF21",5114,2020-09-04 20:29:08.6268,-8.25,1
"Q","BZTF21",5116,2020-09-04 20:29:08.6268,-8.25,1
"Q","BZTF21",5118,2020-09-04 20:29:08.6659,-8.25,1
"Q","BZTF21",5120,2020-09-04 20:29:08.6659,-8.25,5
"Q","BZTF21",5122,2020-09-04 20:29:08.6709,-8.25,5
"Q","BZTF21",5124,2020-09-04 20:29:08.6709,-8.25,5
"Q","BZTF21",5126,2020-09-04 20:29:08.6709,-8.25,5
"Q","BZTF21",5128,2020-09-04 20:29:08.6709,-8.25,5
"Q","BZTF21",5130,2020-09-04 20:29:08.8153,-8.25,13
"Q","BZTF21",5132,2020-09-04 20:29:08.8153,-8.25,13
"Q","BZTF21",5134,2020-09-04 20:29:08.8908,-8.25,13
"Q","BZTF21",5136,2020-09-04 20:29:08.8908,-8.25,13
"Q","BZTF21",5138,2020-09-04 20:29:08.8908,-8.25,13
"Q","BZTF21",5140,2020-09-04 20:29:08.8908,-8.25,13
"Q","BZTF21",5142,2020-09-04 20:29:08.8908,-8.25,13
"Q","BZTF21",5144,2020-09-04 20:29:08.8908,-8.25,13
"Q","BZTF21",5146,2020-09-04 20:29:08.8908,-8.25,13
"Q","BZTF21",5148,2020-09-04 20:29:08.8908,-8.25,12
"Q","BZTF21",5150,2020-09-04 20:29:08.8908,-8.25,8
"Q","BZTF21",5152,2020-09-04 20:29:08.8908,-8.75,67
"Q","BZTF21",5154,2020-09-04 20:29:08.8958,-8.75,66
"Q","BZTF21",5156,2020-09-04 20:29:08.8958,-8.75,54
"Q","BZTF21",5158,2020-09-04 20:29:08.8958,-8.75,48
"Q","BZTF21",5160,2020-09-04 20:29:08.8958,-8.75,48
"Q","BZTF21",5162,2020-09-04 20:29:08.8998,-8.75,45
"Q","BZTF21",5164,2020-09-04 20:29:08.9061,-8.75,43
"Q","BZTF21",5166,2020-09-04 20:29:08.9116,-8.75,40
"Q","BZTF21",5168,2020-09-04 20:29:08.917,-8.75,38
"Q","BZTF21",5170,2020-09-04 20:29:08.917,-8.75,36
"Q","BZTF21",5172,2020-09-04 20:29:08.9861,-8.75,33
"Q","BZTF21",5174,2020-09-04 20:29:08.9914,-8.75,31
"Q","BZTF21",5176,2020-09-04 20:29:08.9914,-8.75,29
"Q","BZTF21",5178,2020-09-04 20:29:09.0471,-8.75,29
"Q","BZTF21",5180,2020-09-04 20:29:09.0471,-8.75,29
"Q","BZTF21",5182,2020-09-04 20:29:09.0658,-8.75,29
"Q","BZTF21",5184,2020-09-04 20:29:09.1062,-8.75,29
"Q","BZTF21",5186,2020-09-04 20:29:09.1062,-8.75,29
"Q","BZTF21",5188,2020-09-04 20:29:09.179,-8.75,29
"Q","BZTF21",5190,2020-09-04 20:29:09.2607,-8.75,29
"Q","BZTF21",5192,2020-09-04 20:29:09.2607,-8.75,31
"Q","BZTF21",5194,2020-09-04 20:29:09.2607,-8.75,31
"Q","BZTF21",5196,2020-09-04 20:29:09.2607,-8.75,32
"Q","BZTF21",5198,2020-09-04 20:29:09.2607,-8.75,34
"Q","BZTF21",5200,2020-09-04 20:29:09.2607,-8.75,34
"Q","BZTF21",5202,2020-09-04 20:29:09.2607,-8.75,34
"Q","BZTF21",5204,2020-09-04 20:29:09.2607,-8.75,36
"Q","BZTF21",5206,2020-09-04 20:29:09.2607,-8.75,36
"Q","BZTF21",5208,2020-09-04 20:29:09.2607,-8.75,36
"Q","BZTF21",5210,2020-09-04 20:29:09.2607,-8.75,38
"Q","BZTF21",5212,2020-09-04 20:29:09.2607,-8.75,38
"Q","BZTF21",5214,2020-09-04 20:29:09.2607,-8.75,38
"Q","BZTF21",5216,2020-09-04 20:29:09.2683,-8.75,41
"Q","BZTF21",5218,2020-09-04 20:29:09.2683,-8.75,43
"Q","BZTF21",5220,2020-09-04 20:29:09.2683,-8.75,43
"Q","BZTF21",5222,2020-09-04 20:29:09.2683,-8.75,43
"Q","BZTF21",5224,2020-09-04 20:29:09.2735,-8.75,43
"Q","BZTF21",5226,2020-09-04 20:29:09.2735,-8.75,43
"Q","BZTF21",5228,2020-09-04 20:29:09.2735,-8.75,43
"Q","BZTF21",5230,2020-09-04 20:29:09.2785,-8.75,43
"Q","BZTF21",5232,2020-09-04 20:29:09.2839,-8.75,43
"Q","BZTF21",5234,2020-09-04 20:29:09.2839,-8.75,41
"Q","BZTF21",5236,2020-09-04 20:29:09.2839,-8.75,39
"Q","BZTF21",5238,2020-09-04 20:29:09.3034,-8.75,45
"Q","BZTF21",5240,2020-09-04 20:29:09.3034,-8.75,45
"Q","BZTF21",5242,2020-09-04 20:29:09.3034,-8.75,48
"Q","BZTF21",5244,2020-09-04 20:29:09.3034,-8.75,50
"Q","BZTF21",5246,2020-09-04 20:29:09.3091,-8.75,53
"Q","BZTF21",5248,2020-09-04 20:29:09.3523,-8.75,53
"Q","BZTF21",5250,2020-09-04 20:29:09.3523,-8.75,53
